bioclimatic_zone,structure,category,physiography_limit,code,map_class,target,macrogroup_code,macrogroup,group_code,group
4. Arctic,herbaceous,mesic vegetation,none,147,Arctic Herbaceous Non-Tussock Tundra,group,M173,Arctic Dry-Moist Tundra,G1199,Arctic Nontussock Tundra
4. Arctic,herbaceous,mesic vegetation,Circumpolar Subzone C,148,High Arctic Herbaceous (Nontussock) Tundra,group,M173,Arctic Dry-Moist Tundra,G1200,High Arctic Graminoid - Forb Tundra
4. Arctic,herbaceous,dune,none,149,Arctic Herbaceous Inland Dune,alliance,M173,Arctic Dry-Moist Tundra,G863,Arctic Inland Dune
4. Arctic,shrub,dune,none,150,Arctic Willow Inland Dune,alliance,M173,Arctic Dry-Moist Tundra,G863,Arctic Inland Dune
4. Arctic,dwarf shrub,mesic vegetation,none,151,Arctic Dryas(-Willow) Dwarf Shrub,subgroup,M173,Arctic Dry-Moist Tundra,G896,Arctic Dwarf-shrub Tundra
4. Arctic,dwarf shrub,mesic vegetation,none,152,Arctic Ericaceous(-Dryas) Dwarf Shrub,subgroup,M173,Arctic Dry-Moist Tundra,G896,Arctic Dwarf-shrub Tundra
4. Arctic,shrub,mesic vegetation,none,153,Arctic Alder(-Willow) Shrub Mesic,subgroup,M173,Arctic Dry-Moist Tundra,G897,Arctic Low Shrub Tundra
4. Arctic,shrub,mesic vegetation,none,154,Arctic Birch(-Willow) Shrub Mesic,subgroup,M173,Arctic Dry-Moist Tundra,G897,Arctic Low Shrub Tundra
4. Arctic,shrub,mesic vegetation,none,155,Arctic Willow Low Shrub Mesic,subgroup,M173,Arctic Dry-Moist Tundra,G897,Arctic Low Shrub Tundra
4. Arctic,unvegetated,barren,none,156,Arctic Barren & Sparsely Vegetated,group,M175,"Arctic Scree, Rock & Cliff Barrens",G869,"Arctic Open Scree, Rock & Cliff Barrens"
4. Arctic,NULL,NULL,NULL,157,NULL,omit,M402,North American Arctic Coastal Shore,G611,Arctic Coastal Rocky Shore
4. Arctic,unvegetated,barren,coastal,158,Arctic Coastal & Estuarine Barren,alliance,M402,North American Arctic Coastal Shore,G864,Arctic Coastal Dune & Beach
4. Arctic,various,dune,coastal,159,Arctic Herbaceous & Shrub Coastal Dune,alliance,M402,North American Arctic Coastal Shore,G864,Arctic Coastal Dune & Beach
4. Arctic,herbaceous,beach,coastal,160,Arctic Herbaceous Coastal Beach,alliance,M402,North American Arctic Coastal Shore,G864,Arctic Coastal Dune & Beach
4. Arctic,unvegetated,barren,coastal,161,Arctic Salt-Killed Tundra Or Marsh,alliance,M402,North American Arctic Coastal Shore,G864,Arctic Coastal Dune & Beach
4. Arctic,herbaceous,tidal marsh,coastal,162,Arctic Coastal Dwarf Shrub Graminoid Non-Tussock Tundra,alliance,M403,Arctic Tidal Salt Marsh,G535,Arctic & Subarctic Coastal Salt Marsh
4. Arctic,herbaceous,tidal marsh,coastal,163,Arctic Coastal Salt Marsh,subgroup,M403,Arctic Tidal Salt Marsh,G535,Arctic & Subarctic Coastal Salt Marsh
4. Arctic,shrub,mesic vegetation,riverine,164,Arctic Alder(-Willow) Floodplain,subgroup,M870,Arctic Freshwater Marsh and Riverine Herbaceous & Shrubland,G1204,Arctic Shrub & Graminoid Floodplain
4. Arctic,unvegetated,barren,riverine,165,Arctic Barren & Sparsely Vegetated Floodplain,subgroup,M870,Arctic Freshwater Marsh and Riverine Herbaceous & Shrubland,G1204,Arctic Shrub & Graminoid Floodplain
4. Arctic,dwarf shrub,mesic vegetation,riverine,166,Arctic Dryas(-Willow) Floodplain,subgroup,M870,Arctic Freshwater Marsh and Riverine Herbaceous & Shrubland,G1204,Arctic Shrub & Graminoid Floodplain
4. Arctic,herbaceous,mesic vegetation,riverine,167,Arctic Herbaceous Floodplain,subgroup,M870,Arctic Freshwater Marsh and Riverine Herbaceous & Shrubland,G1204,Arctic Shrub & Graminoid Floodplain
4. Arctic,various,wet vegetation,riverine,168,Arctic Stream Corridor,,M870,Arctic Freshwater Marsh and Riverine Herbaceous & Shrubland,G1204,Arctic Shrub & Graminoid Floodplain
4. Arctic,shrub,mesic vegetation,riverine,169,Arctic Willow Floodplain,subgroup,M870,Arctic Freshwater Marsh and Riverine Herbaceous & Shrubland,G1204,Arctic Shrub & Graminoid Floodplain
4. Arctic,herbaceous,freshwater marsh,none,170,Arctic Freshwater Marsh,group,M870,Arctic Freshwater Marsh and Riverine Herbaceous & Shrubland,G370,Arctic Freshwater Marsh
4. Arctic,herbaceous,wet vegetation,riverine,171,Arctic Wet Meadow (Mineral),group,M870,Arctic Freshwater Marsh and Riverine Herbaceous & Shrubland,G617,Arctic Wet Meadow
None,unvegetated,other,none,172,Agricultural,,NULL,NULL,NULL,NULL
None,various,other,none,173,Disturbed Vegetation,,NULL,NULL,NULL,NULL
None,unvegetated,other,none,174,Infrastructure,,NULL,NULL,NULL,NULL
None,unvegetated,other,none,175,Permanent Snow / Ice,,NULL,NULL,NULL,NULL
None,unvegetated,other,none,176,Persistent Waterbody,,NULL,NULL,NULL,NULL
None,unvegetated,other,burned,177,Recently Burned (≤ 5 Years),,NULL,NULL,NULL,NULL
